Datetime,Tweet Id,Text,Username
2020-02-28 23:59:32+00:00,1233542282181271554,Trending on PubMed: Novel coronavirus COVID-19: an overview for emergency clinicians https://t.co/njlY7ouGDd,PubTrend
2020-02-28 23:59:32+00:00,1233542282084745217,"#Nicaragua
@ONU_es @CIDH @Bacanalnica  @TraficoNi @confidencial_ni @100noticiasni @camilocnn @jorgeramosnews
LO BÁSICO PARA PROTEGERSE DEL COVID-19
Por esto, la recomendación principal es la higiene: hay que lavarse las manos con regularidad y no tocarse la cara con ellas.",Guiosvald
2020-02-28 23:59:32+00:00,1233542280876830720,"#Nicaragua
@ONU_es @CIDH @Bacanalnica  @TraficoNi @confidencial_ni @100noticiasni @camilocnn @jorgeramosnews
LO BÁSICO PARA PROTEGERSE DEL COVID-19
 o cuando las gotas caen en una superficie, como una mesa o una silla, y alguien toca ahí, y luego se lleva las manos al rostro.",Guiosvald
2020-02-28 23:59:32+00:00,1233542279811522565,"#Nicaragua
@ONU_es @CIDH @fidh_es  @Bacanalnica  @TraficoNi @confidencial_ni @100noticiasni 
LO BÁSICO PARA PROTEGERSE DEL COVID-19
El coronavirus se transmite por gotas cuando alguien estornuda y llegan directamente al rostro de una persona;",Guiosvald
2020-02-28 23:59:31+00:00,1233542277777297408,"SENTEAMENTAL MOODS &amp; THE CORONAVIRUS (COVID-19)

In response to concerns about the Coronavirus spread from China, we would like to share a statement regarding our tea products.

We believe that drinking tea,… https://t.co/aJeG8vcj1L",SMTeas
2020-02-28 23:59:31+00:00,1233542277026459653,@syuichiao89 「ウイルス」の名称はSARS-CoV-2でしたよね。COVID-19は疾患名かと。,sue_opencar
2020-02-28 23:59:30+00:00,1233542272039424001,you imposed those sanctions preventing iran from getting those medical supplies to battle COVID-19 you scumbag. https://t.co/UwQImmiUAE,bintelharam
2020-02-28 23:59:29+00:00,1233542269568942086,"🚨 Negative testing may occur early when the patient is asymptomatic. Consider retesting if patient develops symptoms.

🚨 Persons who returned from high risk areas or been exposed to a patient with confirmed or suspected COVID-19 within 14 days should not be accepted as a donor.",HannahNamMD
2020-02-28 23:59:19+00:00,1233542224199073793,"COVID-19ワクチンが出荷され、薬物試験が開始される　Time ー アメブロを更新しました
#タンパク質
https://t.co/MtZHz1C5Yv",ultramanultra
2020-02-28 23:59:17+00:00,1233542219317104640,BBC News Mundo - Coronavirus en mapas y gráficos: una guía visual para comprender el alcance y ritmo de propagación del covid-19 https://t.co/TA65upOos6,solis_gustavo
2020-02-28 23:59:17+00:00,1233542218083962881,"COVID-19: Dua kes baharu, jadikan jumlah keseluruhan 25 kes
https://t.co/dbDTKfv7Gi
#AWANInews #FajarAWANI #Koronavirus https://t.co/ujtckWAytQ",501Awani
2020-02-28 23:59:17+00:00,1233542216834043907,One-month-old baby of COVID-19 patient remains healthy https://t.co/SMQRvH9aP9 https://t.co/59vf9iTxI3,Christo64901522
2020-02-28 23:59:14+00:00,1233542206864216064,"Short animated clip by World Health Organization to learn more about COVID-19 and how to protect yourself against it.

@WHO #Coronavid19 #coronavirus #COVID2019 https://t.co/4k1PxfRoXB",DrHasanjamal
2020-02-28 23:59:13+00:00,1233542203018031104,"Риск глобального распространения коронавируса стал ""очень высоким"". Исполнительный директор программы ВОЗ по ЧС в области здравоохранения Майкл Райан пояснил, что на данный момент распространение коронавируса COVID-19 нельзя считать пандемией. https://t.co/Stz7tNATI6 https://t.co/akXReAzEhd",rentvchannel
2020-02-28 23:59:13+00:00,1233542201898160130,@Reezyard 160.000 sterfgevallen per jaar wereldwijd door allerlei oorzaken; Covid en extreem weer beiden dus peanuts. Geen peanuts dat er jaarlijks 370.000 kinderen geboren worden.,Wonarn
2020-02-28 23:59:13+00:00,1233542201390530561,@CoronaVid19 Pues en Abril 😄😄,FrankEG1969
2020-02-28 23:59:13+00:00,1233542200237207552,"@tho_co412 @RealCandaceO @maybeiamtired @AOC No, you dont. And your infographic does not Express mortality. The sample size is important and I just said you'd have to go with trends in this case. Flu outpaces covid immensely. Small sample size versus large sample size is important.",weather_talk
2020-02-28 23:59:12+00:00,1233542196281978890,Amazon ne se rendra pas à la GDC à cause du COVID-19 https://t.co/wWXpUHCPxh,Rayan925FR
2020-02-28 23:59:12+00:00,1233542196193824769,"“Perhaps more than any other type of medicine, the success of a #vaccine depends on the cooperation of everyone. To protect those who can’t have a vaccine, such as the very young or immunocompromised, we need massive buy-in from the population at large.”

#Covid_19 #coronavirus https://t.co/4AnB2oBMSs",Moratel_Entles
2020-02-28 23:59:10+00:00,1233542187276800006,"There’s a reason modern, happy nations choose to have universal sick leave coverage. It’s not just for epidemics like COVID-19—helps with regular flu/influenza also. Paper referred to from the Cato article:

https://t.co/8DUkUrzpP8",mariachong
2020-02-28 23:59:05+00:00,1233542165441269761,Catholic Charities plans for potential COVID-19 outbreak at nursing homes https://t.co/hhomLWYRUc,WMUR9
2020-02-28 23:59:02+00:00,1233542156276518912,"コロナビールがCOVID-19に効くらしいよ

とかいうデマゴギー",animetal100666
2020-02-28 23:59:01+00:00,1233542151704915969,"OMS eleva a 'muy alto' riesgo de propagación del coronavirus Covid-19
https://t.co/C6u55vevcb
#Veracruz #BocaDelRio #Xalapa #OMS #MuyAlto #Propagaciòn #Covid19",portafoliover
2020-02-28 23:59:01+00:00,1233542151318986754,"#LoMásLeído Vacuna contra coronavirus Covid-19 estará lista en semanas, afirman científicos de Israel https://t.co/VagsvrTDzC",CapitalMX_
2020-02-28 23:59:01+00:00,1233542149859348492,"Bill Gates: “Now we also face an immediate crisis. In the past week, Covid-19 has started behaving a lot like the once-in-a-century pathogen we’ve been worried about. I hope it’s not that bad, but we should assume it will be until we know otherwise.” https://t.co/2ZzgFxAcIb",gelles
2020-02-28 23:59:00+00:00,1233542146810089472,@Virus_Hantaan @Ebola_Viral @CoronaVid19 Perfecto espero que sean con agua estancada,FiebreAfricana
2020-02-28 23:59:00+00:00,1233542146273054721,"If you ever need to reference what poor top-down management looks like in a job interview, America has provided a lot of material over the last 3-something years. The response to COVID-19 is ripe for this case study.",MeganSpeir
2020-02-28 23:59:00+00:00,1233542144796827649,Matico covid-19,Darius_251
2020-02-28 23:58:58+00:00,1233542138400575488,Another coronavirus case from potential community transmission of COVID-19 discovered in California https://t.co/sZTCdooJSn,marymightbe
2020-02-28 23:58:57+00:00,1233542136043147264,ДЭМБ вирусын тархалтын эрсдэл болон COVID-19-ийн үр дагаварын түвшинг үнэлж дэлхий даяар максимум буюу хамгийн өндөр түвшинд байна гэж дүгнэв.,Dr_Dulguun
2020-02-28 23:58:56+00:00,1233542130896908290,@schmonsequences @tedcruz Americans are dying? Really where? On covid-19. You are more likely to die from a paper cut right now then covid-19. It has a 2% death rate. We have only 62 people most are from diamond princess cruise. We are containing well. There is no widespread dissemination.,dv_devain
2020-02-28 23:58:55+00:00,1233542124748054528,"There are - officially - no cases of Covid-19 in North Korea.
Where the government has dictatorial powers, is very keen on controlling it's borders, and on limiting contact with forriners.
Lucky the UK doesn't have a government like that.
In case it used such powers.
#HenryVIII https://t.co/yZRUiPz99T",Waringphilip
2020-02-28 23:58:54+00:00,1233542122474700801,So far in the US... you are 24 times more likely to be struck by lightning than be infected by #Covid_19 ...,FrogNews
2020-02-28 23:58:54+00:00,1233542120750878722,From Isolation to Coordination: How Can Telemedicine Help Combat the COVID-19 Outbreak? https://t.co/FJpnu6Peag,YichuanWang3
2020-02-28 23:58:54+00:00,1233542119899398144,"COVID-19 TRANSIT PASSENGERS PROTECTION WITHIN SAN FRANCISCO BAY AREA:  The VTA (Valley Transportation Authority) transit agency in South Bay and other Bay Area transit agencies are monitoring therein coronavirus (COVID-19) to protect passengers.  #elitelimousine, #sfairportcars",SFEliteLimo
2020-02-28 23:58:51+00:00,1233542110353051648,@ChumelTorres ÚLTIMO MINUTO: Plan de seguridad entra en hiato por casos confirmados de COVID 19 en México,iampecador
2020-02-28 23:58:49+00:00,1233542099943010306,"@Robotbeat That's the worst case for a steady *case fatality rate* of &gt;1% and thorough infection of the entire population. Not even influenza hits more than a tenth of the population in a year. 

As it stands, CFR estimates of COVID-19 are polluted by early ChiCom and Persian ""data.""",revprez
2020-02-28 23:58:49+00:00,1233542099490033664,"Ante Covid-19, acción serena e informada, comparte solo verificados https://t.co/RXUuzieLQl vía @regeneracionmx",Carligonca
2020-02-28 23:58:47+00:00,1233542090455486466,@AndrewYang What should the government be doing now to prepare for the outbreak of SARS-COV2(COVID-19)?,Tetio_Dev
2020-02-28 23:58:47+00:00,1233542090132459520,"@exame @Supervisora Esta notícia saiu há duas semanas na BBC, CNN e CGTN mas anunciando que os cientistas chineses tinham sequenciado o genoma do COVID-19",lucrjviola
2020-02-28 23:58:46+00:00,1233542089671086080,@denvermar @ElPuebloPty Ojala y no llegue dios quiera que no pero en vista de que el Gobierno no toma las precauciones necesarias inevitable va a llegar el gobierno esta poniendo los intereses económicos por encima de la Salud Publica ni siquiera tienen para hacer las pruebas del #Covid_19 #coronavirus,KARACHY
2020-02-28 23:58:46+00:00,1233542089490731008,"Lo dicen ya que arrasaron con ellos...

""Los desinfectantes domésticos no acaban con el COVID-19""  https://t.co/zKneNLYJ3V",Santista_otaku
2020-02-28 23:58:46+00:00,1233542088354078720,"COVID-19 prep, minus the panic. https://t.co/GfxOcFX8pP",38one
2020-02-28 23:58:45+00:00,1233542082935033858,Учёные и фармацевтические компании стремятся разработать и протестировать различные лекарства и вакцины против COVID-19 — инфекции…,IT_Industriya
2020-02-28 23:58:43+00:00,1233542077054509056,1件のコメント https://t.co/IDbIXQ3n7Y “【COVID-19】【新型コロナウイルス】今回の臨時休校ついて、論文的に考察してみる【SARS-Cov-2】 - 勤務医開業つれづれ日記・３” (3 users) https://t.co/gost3MbU4t,capuchinyou2
2020-02-28 23:58:43+00:00,1233542076848984064,"@chimhateu Mgkn cuma gw aja yang overthinking dan terlalu skpetis indo 0 kasus covid-19, atau stakeholder emang ga serius nanganin kasus ini. WHO aja meragukan kita. Ya gw akui, masih banyak virus lebih mematikan di indo dan imunitas masyarakat bagus(?) tapi pengetahuan kita yang gabagus 😭",aegijungoo
2020-02-28 23:58:41+00:00,1233542065604190210,Vietnam Continues Nationwide School Shutdown Due to Covid-19 |  Saigoneer https://t.co/v8ibcYreSf,NDhimmi
2020-02-28 23:58:40+00:00,1233542064580763649,Coronavirus COVID-19 disease outbreak begins to spread in Persian Gulf nations and monarchies activating 5G technology. https://t.co/cbQt6ptSNn,wbowen333
2020-02-28 23:58:40+00:00,1233542061376393217,Activision ne se rendra pas à la GDC  à cause du COVID-19 https://t.co/JKMG1CRHXW,Rayan925FR
2020-02-28 23:58:40+00:00,1233542060973711364,"@realDonaldTrump Shouldn’t you be in Washington helping coordinate the covid 19 problem? Mike Pence is not competent to handle this...oh wait, neither are you! But no, having another silly rally for your lemmings. #trumpisacarnivalbarkingclown",KYarvitz
2020-02-28 23:58:39+00:00,1233542058478047238,"El Coronavirus @CoronaVid19,   ya se predijo en el año 2017, Asterix en Italia https://t.co/skUaVPPiXb",carloscastrodiz
2020-02-28 23:58:39+00:00,1233542057865760776,Covid 19 Update: This Virus Is A Bioweapon! Confirmed! People Who Become Reinfected Are Dying In The Streets https://t.co/8xwtFQ5Jx5 https://t.co/RuSx7BIQ0O,Darrellmhines
2020-02-28 23:58:38+00:00,1233542055655333891,こちらの記事に書いてある理由とは異なる理由からなんですが、せめて今後は感染症の話題についてはCOVID-19の表記でされてほしいところだなと思う,sallyzow
2020-02-28 23:58:37+00:00,1233542052161507328,"Provide pharmaceutical companies with the opportunity to develop this vaccine and drug as soon as possible and to reach mass production.
As you know, if this drug and the COVID-19 vaccine is produced later,@realDonaldTrump",help_4_Iranian
2020-02-28 23:58:37+00:00,1233542048420069380,"@Sterling2143 Coronavirus (COVID-19) isn’t very lethal in healthy humans, but in elderly humans it can become lethal... Due to the pneumonia which leads to your body not getting enough oxygen and tissue death. Or a Cytokines storm which just suffocates you",Trapyhs
2020-02-28 23:58:36+00:00,1233542047254110210,"C'est dans des moments pareils que se pose le problème d la crédibilité, d la valeur d la parole publique des autorités étatiques.
Ils ont tellement menti d manière éhontée, abîmé la parole des pouvoirs publics qu'ils pourront occasionner une catastrophe bien avant le Covid-19. https://t.co/RhzTojFVRn",JeanBaptWils
2020-02-28 23:58:33+00:00,1233542032259289088,Public health agency weighs stronger COVID-19 protection for front-line workers https://t.co/aa2n5uW7Y9,NorthShoreNews
2020-02-28 23:58:31+00:00,1233542024869109762,Press statement: corona virus (covid 19) and pilgrimage to Saudi Arabia https://t.co/Sky5QerUC1,BHDhajj
2020-02-28 23:58:30+00:00,1233542020972662790,"@thedailybeast @MichaelDalynyc It doesn't matter what POTUS does. DEMS/MSM would find something, or make something up to score political points. They're on the verge of electing a Communist to lead their party, &amp; the establishment doesn't know how to steal it away. So, they will bet the farm on COVID-19.",KenSGz
2020-02-28 23:58:29+00:00,1233542016966938624,"""No virus! No virus! You're the virus!"" 
If true, the incompetence of the @realDonaldTrump admin may be why COVID-19's loose in the U.S. Now you know why his tweets claim that he both saved us from and isn't to blame for it.
#TrumpLiesAboutCoronavirus 
https://t.co/u0p23SDauV",AveryFarman
2020-02-28 23:58:28+00:00,1233542013800206336,DOH is going live today at 2pm with an update on COVID-19. The news conference will be streamed on https://t.co/zs1K33gIw7. Event attendance is for credentialed press only.,HawaiiDOH
2020-02-28 23:58:28+00:00,1233542011246039042,#Corona #coronavirus #COVID #covid19 #COVIDー19 #CoronaVirusitaly #covid19italy #COVID2019 #covid19italia #Coronavirusgermany #Ebola #EbolaVirus #Africa https://t.co/IrE8DN2xfO,memesofcorona
2020-02-28 23:58:25+00:00,1233542000760303616,"@CoronaVid19.¿ No temes a enfrentarte al caldo de pollo, y al Paracetamol?",Peterguzman123
2020-02-28 23:58:23+00:00,1233541992988192768,@Councillorsuzie I wonder why such a gathering of young people was even allowed because of Covid 19? The schools are closed because one pupil came back from Italy with a cold! Here masses are marching close together and nobody cares.,Whiteskifreak
2020-02-28 23:58:22+00:00,1233541987850227713,WHO Says Risk Of COVID-19 Is Now 'Very High At A Global Level' https://t.co/1ybICDe6lE,mommom_dayton
2020-02-28 23:58:21+00:00,1233541984146595840,"92 people in Nassau and Suffolk are still in voluntary self-isolation because of potential exposure to coronavirus COVID-19. NYS believes federal approval to test for the virus in-state is ""imminent."" https://t.co/HbAVjbb84T",DavidOlson11
2020-02-28 23:58:21+00:00,1233541981449539584,新型コロナウイルス 治療薬・ワクチンの開発動向まとめ【COVID-19】 https://t.co/AZuvaBkwze #AnswersNews,SU1217_METAL
2020-02-28 23:58:18+00:00,1233541968787013634,Hear Dr. @pravennamd discuss #Covid_19 on @WGNRadio https://t.co/ad30YAbJ09,NUFSMFamMed
2020-02-28 23:58:16+00:00,1233541962130710528,@Kokomothegreat He coughs into his hand and then immediately touches his daughters hands. Then he drinks from the same water bottle. This should be shown in every video of what NOT to do when you’re sick. Maybe he doesn’t have COVID-19 but he could have the flu which little kids are susceptible,Truth247
2020-02-28 23:58:13+00:00,1233541948935307264,"金曜は対応に忙殺されかつ未確定要素いっぱいで不安の中で的確な立ち回りをしなければならないプレッシャーの中にいた。

気持ちがホッとすると木曜にされた嫌なことがフラッシュバックして別の不安が頭をもたげる。

仕事のこととCOVIDのこと、週末ぐらいは情報シャットアウトすること自分に許そう。",GAOCHEWORLD
2020-02-28 23:58:12+00:00,1233541944459943936,"Hay mas muertes en México por violencia, que en el mundo por COVID-19. Ante todo mantener la calma y #NoMamar #Coronavirusmexico https://t.co/cNk8x0eGth",reyfati
2020-02-28 23:58:09+00:00,1233541931042516992,"Un patient qui était resté sous observation pour soupçon de coronavirus (Covid-19) au Venezuela a été renvoyé après qu'il ait été établi qu'il ne souffrait pas de la maladie.

L'information a été donnée par le président de la République, Nicolás Maduro https://t.co/VzuXPxrlz5",Juanvanguardia
2020-02-28 23:58:07+00:00,1233541926311337985,COVID-19: Ogun State Govt designate OOUTH as coronavirus diagnostic and treatment centre https://t.co/OcmnyOwTgZ https://t.co/VPArEgtVSs,DrUdomoh
2020-02-28 23:58:06+00:00,1233541918900051969,Empecé a seguir a @CoronaVid19 y ahora tengo fiebre alta. Fue un gusto haberlos conocido,Juancolazo11
2020-02-28 23:58:05+00:00,1233541915351617536,@CoronaVid19 Diego Armando es inmune a todos,GiraudoPaola
2020-02-28 23:58:03+00:00,1233541908770775041,"@Shlurman @TheBaxterBean Wait, trump can take credit when the stock market is up but blame covid-19 or covid-20 when the stock market is down.",Acadiaspring
2020-02-28 23:58:01+00:00,1233541900994519041,"El machismo es más infeccioso, más difícil de eliminar y más peligroso que el COVID-19.
#SonDatos",F_l_U_o_C_v_K_e
2020-02-28 23:58:00+00:00,1233541896691048449,"A study published in JAMA showed that some #COVID-19 patients test positive days after recovery. Need to interpret results with caution, as this doesn't mean these case are contagious as well. But definitely need to be careful. #coronavirus
#SARSCoV2
https://t.co/zPsxuX1mW1",doctorahmad75
2020-02-28 23:57:59+00:00,1233541889472643072,"本当に…本当に悪夢のような3年間で、まだ悪夢から覚めることができません。
しかしCOVID-19が日本人を悪夢から目覚めさせてくれるかもしれません。
https://t.co/B90h9KmSlr",lectorjp
2020-02-28 23:57:58+00:00,1233541884825333760,COVID-19: Ex-Fed Gov Warsh sees coordinated global central bank action https://t.co/G7GEPmTj5S,realrebelOP
2020-02-28 23:57:56+00:00,1233541876784877569,"First COVID-19 came to Solano County.
But I do not live in Solano County
So I didn’t wash my hands
Then COVID-19 came to Santa Clara County.
Fuck, I damn well washed my hands 

Be safe everybody.",StuartEtc
2020-02-28 23:57:56+00:00,1233541876642394112,"@RichardEngel Not disputing the statement that the Covid-19 is ""not the end of days virus"" or ""the big one"". But why are the two virologists you spoke to not willing to go on the record? What are their names and what are their qualifications?",quanta_chaos
2020-02-28 23:57:54+00:00,1233541871059619840,"#あべやめろ
あべやめろ‼️

今すぐ野党が政権は握れない。
これ以上の感染を拡大させないために、これ以上致命率を上げないために、「正しいこと」を行うリーダーに替えろ自民党‼️

あべ擁護するのは自由。
covid-19に感染しても本望かもしれないけれど、そんな人たちに巻き込まれたくない‼️ https://t.co/FqXVVEjU6j",peacetojustice
2020-02-28 23:57:53+00:00,1233541864273432578,"テドロスと習近平は１度
武漢ウィルスすみません
china originated virus disease
COVID すみませんと言わないと https://t.co/NgUmLM5VYC",m8HQ6wI5A3SrslD
2020-02-28 23:57:52+00:00,1233541859529486336,"The Michigan Department of Health &amp; Human Services said Sat there are 325 people in the state who are being monitored for coronavirus, now known as COVID-19.”
https://t.co/r0lZGhq1Lv",Kelli7997Kelli
2020-02-28 23:57:51+00:00,1233541856161492997,"@samwashdc I would hope that if the Covid-19 real life scenario plays out similarly that economic stimulus comes in a way that benefits people, not banks. Like #UBI. @scottsantens",BrockDenton
2020-02-28 23:57:49+00:00,1233541850037997569,"Um paciente que permaneceu em observação por suspeita de coronavírus (Covid-19) na Venezuela recebeu alta após a comprovação de que não sofria da doença.

A informação foi dada pelo Presidente da República, Nicolás Maduro https://t.co/VzuXPxrlz5",Juanvanguardia
2020-02-28 23:57:48+00:00,1233541844379852805,"For the latest information on the coronavirus (COVID-19) please visit the Chester County Health Department website at
https://t.co/DtSECQtOkI.  #cchd. #CCDES https://t.co/avQaCUhpye",CCDES
2020-02-28 23:57:48+00:00,1233541844111437825,"Want to survive COVID-19 aka The Coronavirus? Wash your fucking hands. That's all. Seriously. Basic sanitation practice goes a long way.
#coronavirususa #Coronavid19 #TrumpLiesAboutCoronavirus",Janus5
2020-02-28 23:57:46+00:00,1233541837471846402,"So, between the people who can’t afford to take off, or will be terminated if they call off too many days, and the people who don’t care, wearing say, an n99 respirator mask to protect myself against those people isn’t unreasonable.  Then, there is the fact that COVID-19 is...",realHeatherD
2020-02-28 23:57:44+00:00,1233541828302917632,Does anyone else believe that the handling of the COVID-19 🦠 outbreak 😷 in the US by the Trump Administration will seal its decline into that of a former world 🌎 power? #WarOfTheWorlds,GrrliinaK
2020-02-28 23:57:39+00:00,1233541808900067328,after COVIDで一番変化あるのは学校かもしれない。今回で一気にオンライン授業が広まってそれで事足りてしまうことが判明したら学校のあり方が変わるだろうな,tttela
2020-02-28 23:57:35+00:00,1233541787966464001,"28 Feb 2020 - #DNA of Covid could make it 100 to 1000 times worse than SARS due to the properties that are similar to Ebola and HIV https://t.co/JRPnRYENmn via @TXLADY7061
#covid_19
#coronavirus",TXLADY7061
2020-02-28 23:57:30+00:00,1233541768811077634,@CoronaVid19 https://t.co/JQg6CIcM1r,francoviloria
2020-02-28 23:57:29+00:00,1233541764608331776,"A patient who remained under observation for suspected coronavirus (Covid-19) in Venezuela was discharged after it was evidenced that he did not suffer from the disease.

The information was given by the President of the Republic, Nicolás Maduro https://t.co/VzuXPxrlz5",Juanvanguardia
2020-02-28 23:57:26+00:00,1233541750926577665,@atrupar Profits on everything.  Shamelessly. Tax cuts aren’t going to stop COVID.  Massive funding of public health initiatives plus income replacement programs for workers who should stay home but cannot are key,trying2help
2020-02-28 23:57:25+00:00,1233541747059367938,"El COVID-19 se puede combatir con cervezas. No tengo pruebas, pero por las dudas me tomare un six.",ArnoldiEspinoza
